Area,Perimeter,MajorAxisLength,Extent,roundness,Compactness,ShapeFactor1,ShapeFactor2,ShapeFactor4,AxisRatio,ConvexAreaRatio,EquivDiameterRatio,RoundnessCompactness,Class
-0.7778343922141429,-0.9576389015881887,-0.4524811110949334,0.7976375528331996,0.3706336640036919,-0.49092825577988686,1.65542442328206,0.18395978007826425,0.4806097267972378,0.104337456366033,-0.6649174531429313,-0.4146054051170043,-0.12839434152399315,DERMASON
-0.8875803755667127,-1.1848006936951743,-0.742996752664709,-0.5035418851372937,0.9781877699535432,1.3993796052228271,1.0517820008552925,2.0657483292636,0.10753756629498962,-0.4979496894229558,0.3598560197640142,1.2620213479572602,1.3052881056533212,DERMASON
0.9018481558501187,1.2743822280829435,0.5400814093661958,-0.8710730149019262,-1.2984643191918246,-0.40280878115682817,-1.2418312999300132,-0.9527208730509785,-0.4193415673127647,0.06075192948288012,0.4673749688483235,-0.3364469888781254,-0.8878253290718771,BARBUNYA
-0.1923407635489582,0.131413208548243,0.25359788554187296,-2.5448508316279765,-1.7544241242881782,-2.0797154084092533,1.0164860061348162,-1.2539737547822565,0.20309382161378559,0.8627172029486514,0.29303655506750403,-1.8237954635163112,-1.9446455468472343,HOROZ
3.1448434461584154,2.917660964915851,1.3867300563948306,-1.0942748459977298,-0.3886484162775781,-0.13107521600456506,-2.5035603718800785,-1.3612227716108676,-0.09812968612961562,-0.03622822983077602,0.02488288820741136,-0.09543028760870566,-0.296333220523631,BOMBAY
-0.45864768869136296,-0.4588991640042151,-0.3134565572733249,-0.7886148575891744,-0.05148477957095672,0.189612790790249,0.3753833430977112,0.25777294760212904,0.649834754499362,-0.13958314063600846,-0.3488862122541922,0.18900702690208548,0.051727315166995164,SIRA
-0.6457030903075096,-0.8111217341357541,-0.47668449947104147,1.1745242741651285,0.8036696129703341,0.4893273200330775,0.7070908461084787,0.7372672669731217,0.5373348936008645,-0.2372468172620589,-0.5813230282970137,0.4548417136112838,0.6653701866389476,DERMASON
-0.45977206542238896,-0.5783270451146638,-0.3818966282636215,-0.445434826081859,0.9579434535147909,0.7167285652243284,0.14017291572459054,0.6509433481016326,0.5212867226669058,-0.30648292553748385,-0.8299377522071884,0.6565374369564745,0.882638426544022,DERMASON
-0.3024274671230511,-0.37280242797841046,-0.3492677133036899,0.05831386277090047,0.8893043615319381,1.222095188613769,-0.3797887594427529,0.8443017628950868,0.7426640977370471,-0.4464935124117541,-0.437855553250471,1.1047772281384725,1.1495785534311196,SEKER
-0.46999367206808,-0.6591572128263522,-0.5314575697478414,0.6041845163412074,1.586988153314066,1.9876083646544385,-0.34361737716208884,1.7442773125384865,0.7804967930150054,-0.6345705514066012,-0.8890300223265131,1.78375650831763,2.0119628280953785,SEKER
5.2220102046514505,4.195805237846206,2.169444393611728,1.3894882828937296,-0.19170931816021186,-0.49405698227686834,-2.954775485436251,-1.7109756988331162,0.20784355241415114,0.10262776622796567,-1.1399823223420986,-0.41738045920005135,-0.4013162798979516,BOMBAY
-1.0118069683340114,-1.3764238540890166,-0.7576322656975049,-0.5716014689889383,0.8693092039286324,0.5395262280460569,2.037034572502836,1.5411022842436086,0.6623383262370929,-0.2516523023869066,0.043440888553482646,0.49936611827890276,0.7295838737318785,DERMASON
